( data_00111 "cingjyunkeoi haadai gundou jatzek gaaidou ngzek zan jatzek hoeng tungdou jatzek manzukhoeng" )
( data_00162 "ngaanhaa lung gung gundou jatzek sihatkeoi tungdou sapzek jyun" )
( data_00271 "wubak zousin hai cogwok go dei punzi  muthau sisoeng gan wunaam hapcing  wugwong " )
( data_00272 "wunaam waidou coenggong go zungjau  jau gaancing  soeng  keoi go saangwui hai coengsaa" )
( data_00273 "wuhau haadai gundou ngzek zan catzek hoeng tungdou loengzek coeng " )
( data_00274 "zoenggungkeoi hai gongsai gamzau go jatzek sihatkeoi haasau gundou laa ngzek gaaidou tungdou catzek zan" )
( data_00276 "hoji caamhaau zungman waigeibaakfo go fanleoi" )
( data_00277 "zunggwokgwokmandong hai jau syunman conglap go zingdong" )
( data_00279 "jigam gamjyu waigeibaakfo soeng jau geiheijan" )
( data_00287 "dakon waa hai gam jyu go jatzek fongjin  waa keoi go jan zyujiu zyu dou dakon" )
( data_00296 "maanzoi waa hai gam jyu go jatzek fongjin  waa keoi go jan zyujiu zyu dou maanzoi" )
( data_00299 "tingon haa biusi dak zing zikmat go sangcoeng zaukei  gaap hai waa hok go zungzi" )
( data_00300 "jigam go deitou  naam zau hai haatau" )
( data_00305 "naamcoeng waa hai gam jyu go jatzek fongjin  waa keoi go jan ji waa geoi dou naamcoeng" )
( data_00332 "linfaa waa hai gam jyu go jatzek fongjin  waa keoi go jan zyujiu zyu dou linfaa" )
( data_00342 "siumou waa hai gam jyu go jatzek fongjin  waa keoi go jan zyujiu zyu dou fukgin go siumou" )
( data_00352 "caaling waa hai gam jyu go jatzek fongjin  waa keoi go jan zyujiu zyu dou wunaam go caaling" )
( data_00367 "sukcung waa hai gam jyu go jatzek fongjin  waa keoi go jan zyujiu zyu dou onfai go sukcung" )
( data_00385 "gongsai go cungdim bokmatgun jatlaam" )
( data_00389 "jyunciu sigaan gongsai go hangzing kwaiwaak hai waa jyunciu dou gongsai citzi go hangzing kwaiwaak" )
( data_00391 "mingciu sigaan  sungjingsing se go  tingunghoimat  zau hai bun hou jauming go baakfocyunsyu" )
( data_00397 "keoi lei gaagung go fongfaat jaa hai jau hou dozung go" )
( data_00420 "keoi go wongsat sing  zyu " )
( data_00428 "jyu dou hai gamzau gun dou go jatzek jyun" )
( data_00441 "gwongzaak hai fukgin go jatzek jyun  keoi go deifong waa hai gam jyu go fu gwong pin" )
( data_00448 "poukei hai wubak go jatzek si  keoi go deifong waa hai gam jyu go daaitung pin" )
( data_00458 "taaiwu hai onfai go jatzek jyun  keoi go deifong waa hai gam jyu go waai ngok pin" )
( data_00470 " naamcoeng saambou  zijat go tit zoeng zau geoi dou go leoi" )
( data_00472 "keoi hai cingmut hou jauming go hokze" )
( data_00475 "naamcoeng hai dungng jyuzoeng gwan go gwan ziso zoi" )
( data_00476 "naamcoeng hai zeonciu jyuzoeng gwan go gwan ziso zoi" )
( data_00478 "naamcoeng hai sungciu hungzau go sau zi" )
( data_00490 "caaisong hai zeonciu camjoeng gwan go jatzek jyun" )
( data_00493 "gam hai tongciu kin zau go jatzek jyun" )
( data_00498 "hoifan hai zeonciu jyuzoeng gwan go jatzek jyun" )
( data_00500 "lamjyu hai dungng lamcyun gwan go gwan ziso zoi  keoi wai dou gam haa go lamcyun go saisau" )
( data_00537 "jyu dou hai dungng louling naambou douwai go gwan ziso zoi" )
( data_00552 "wongmongsaanhon go sigaan  keoi tung jim fung dang jan daaibing faan wongmong" )
( data_00554 "dungng sigaan gongsai go hangzing kwaiwaak hai waa dungng dou gongsai citzi go hangzing kwaiwaak" )
( data_00563 "lokon hai zeonciu pojoeng gwan go jatzek jyun" )
( data_00602 "keoi go gwan zi hai jyuzoeng jyun" )
( data_00605 "keoi hai sintau go cam joeng gwan keoi go gwan zi hai pun sing jyun" )
( data_00622 "pun sing hai ceoiciu gaugong gwan go jatzek jyun keoi zouji hai giu  caaisong " )
( data_00649 "louling gwan hai dungng dou ceoiciu go dyunsigaan leoitau gongsai go jatzek hangzing ginzi" )
( data_00653 "lamcyun gwan hai dungng dou ceoiciu go dyunsigaan leoitau gongsai go jatzek hangzing ginzi" )
( data_00656 "dangdou li zeonciu   louling naambou douwai  to goiwai  naamhong gwan " )
( data_00658 "sung  cai  loeng  can seiciu deoi naamhong gwan dou mou zousapli daai go bindung" )
( data_00661 "baasaan gwan hai naamciu go dyunsigaan leoitau gongsai go jatzek hangzing ginzi keoi hai loengciu go sigaan santim go" )
( data_00662 "jiceon gwan hai ceoiciu go dyunsigaan leoitau gongsai go jatzek hangzing ginzi" )
( data_00663 "gaugong gwan hai ceoiciu go dyunsigaan leoitau gongsai go jatzek hangzing ginzi keoi hai sintau go cam joeng gwan" )
( data_00664 "keoi go loudai hai hungzeon  pojoeng taaisau" )
( data_00691 "gwaikai hai mingciu gwongseon fu go jatzek jyun" )
( data_00698 "camjoeng hai tongciu gongzau go jatzek jyun" )
( data_00721 "keoi go zauzi hai soengjiu" )
( data_00781 "lungcyun hai jyunciu gaton lou go jatzek jyun" )
( data_00805 "seoigam hai sungciu kin zau go jatzek jyun" )
( data_00808 "ceoiciu citlap seksing coeng  gwai dou ningdou gun" )
( data_00830 "ginmou gwan hai naamtong go jatzek gwan" )
( data_00832 "sungciu mit bat naamtong hau  gongsai go sigaan gwai dou  gongnaam lou  gun" )
( data_00835 "fauloeng zau hai jyunciu jiuzau lou go jatzek zau" )
( data_00844 "gongzau lou hai jyunciu gongsai hangsaang go sapjat lou zijat keoi haa tau gun dou ngzek jyun" )
( data_00845 "gincoeng lou hai jyunciu gongsai hangsaang go sapjat lou zijat keoi haa tau gun dou saamzek jyun" )
( data_00847 "zouji go zunggaan ming dou mou geido go syunzaak hunggaan" )
( data_00848 "feileotban hai zek geidukgaau gwokgaa" )
( data_00849 "jyunging  dunghon jiceon jan keoi hai heoi sigaan jauming go gousi" )
( data_00850 "gamjyu leoitau  wong    wong  sing dou hai jatzek jam" )
( data_00853 "keoi jaa hai saigaai daing do jan go gwokgaa  tungdak daisei do jan go manzyu gwokgaa" )
( data_00857 "tungsoeng jatbun zukpou dou ham dou haa tau go geizek jiusou " )
( data_00859 "gongsai manzuk hai waa zyu dak gongsai go cyunbou zukkwan  manhai" )
( data_00860 "gongsai go manzukhoeng jigam lunggung jau catzek  keoi lei hai " )
( data_00861 "keoi hai sungjingsing go zuk suk" )
( data_00862 "sungsi zungpou hai waa fungsan sungjingsing gaazuk go zungpou" )
( data_00863 "keoi hai sung gwok lam go sei zai  keoi go noeng hai wong si" )
( data_00864 "keoi hai sung gwok lam go daai zai  keoi go noeng hai ngai si" )
( data_00865 "naamcoeng fu hai  mingciu sapsaam fu  zijat keoi sintau hai jyunciu go lunghing lou" )
( data_00866 "naamcoeng fu hai  cingciu sapsaam fu  zijat keoi haa tau gun dou catzek jyun  jatzek zau" )
( data_00868 "naamhong fu hai  mingciu sapsaam fu  zijat" )
( data_00869 "naamhong fu hai  cingciu sapsaam fu  zijat keoi haa tau gun dou seizek jyun" )
( data_00870 "jiu zaufu hai  cingciu sapsaam fu  zijat keoi haa tau gun dou catzek jyun" )
( data_00873 "gaton fu hai  mingciu sapsaam fu  zijat" )
( data_00874 "gaton fu hai  cingciu sapsaam fu  zijat keoi haa tau gun dou gauzek jyun" )
( data_00906 "go hai gongsai tauzek sing ceoi go jan" )
( data_00907 "sintau naamcoeng go zyujiu geicoeng hai hoeng tong geicoeng" )
( data_00909 "gongsaisaang faatzin wo goigaak waijyunwui" )
( data_00911 "keoi je hai lau jing cau" )
( data_00912 "keoi go zai hai lau tung sing" )
( data_00915 " ningdou zau  ningdou heitau hai gamzau fu go jatzek jyun" )
( data_00920 "naamcoeng gungjyun hai gongsai gu sigaan geoihang fogeoi hoengsi go haaucoeng sozoi" )
( data_00921 "go bou dinjing dakdou maan do go houping  hai jinggwok dinjingsi soeng zeoi maaizo go faathang jingpin" )
( data_00924 "zitgong hai zunggwok waadungdeikeoi go jatzek saang  saangwui hai hongzau" )
( data_00926 "keoi hai jau jatzek cung dukjam lin dou jatzek hing dukjam zousing go" )
( data_00932 "daatfankei sintau hai pangdak waakwaak ceotming go" )
( data_00933 "keoi jatsang go daaiboufan sigaan dou wut dak ngolosi tung dak dakgwok" )
( data_00934 "keoi muthau jiman meigwok  sei dak zoi naujoek" )
( data_00935 "jingau liksi go hokze giu  liksihokgaa " )
( data_00936 "keoi zeoi ceotming go gunghin zau hai jyunsou zaukeibiu" )
( data_00937 "keoi se dak  doudakging   to zyunwai dougaau go cizou" )
( data_00953 "keoi hai nik lomaa gungwogwok ginsing lomaadaigwok go zyujiu janmat" )
( data_00955 "ceonfu hai mingciu  cingciu citlap go jatzek gunzik" )
( data_00956 "keoi go cungloeng dou battung go sigaan hai bat gung joeng go" )
( data_00958 "keoi go gunfongjyujin hai jingjyu tungdak bit go dikzi jyujin" )
( data_00965 "keoi go gitgwo hai jung  souzi  daanwai  biusi go" )
( data_00966 "keoi go daanwai hai cinhak cung" )
( data_00967 "sintau gongsai hai tungdak  gongsou  onfai go dikzi deifong jathaa gwaisuk gongnaam dou" )
( data_00968 "keoi jaa hai lomaadaigwok go saudou" )
( data_00974 "naamcoengheiji go zindau dim  heoi sigaan go naamcoeng gungjyun" )
( data_00975 "cyunzoi jatbun loiwaa zau hai ngo go lei nik zigaan go gamgun heoi liugaai gozek matzat go saigaai" )
( data_00976 "go bunsyu jaa hai zokze zeoi ceotming go zokban zijat" )
( data_01026 "sanhoigaakming gwohau keoi daamjam gwo gongsaisaang gwanzingfu go douduk" )
( data_01027 "hozaanjyun  wingsan jan  cingciu go geoijan" )
( data_01055 "gozek fanleoi zing hai jau haa tau go baanbun" )
( data_01078 "gaafaat hai geibun go syunseot wansyun" )
( data_01087 "mouhaan jaa to giuzou moukung" )
( data_01088 "zaaphap hai souhok leoitau zeoi geibun go koinim zijat" )
( data_01091 " nung  zi fanbou tou honjyu naamfong fongjin dik dakzing kapkei janman buiging" )
( data_01158 "jatbun waa keoi sang dak naamcoeng go zeonjin waak gongsou go naamging" )
( data_01162 "zungje keoi hai jatbun dungging dakbitkeoi zijat" )
( data_01163 "bakkeoi dunggingdou hai jatbun dungging dakbitkeoi zijat" )
( data_01170 "ciusin gung caan dong go lingdoujan" )
( data_01201 "ciusin ginggeidou jan  keoi hai hongwok ciusin wongciu go zingzigaa  sijan  gaau jukgaa" )
( data_01231 "singnin go sizongzau go daaizi sigaan hai " )
( data_01253 "lyunhapgwok go zungbou zolok dak naujoek" )
( data_01260 "ciusin honsing fu jan  keoi hai hongwok zingzigaa  duklapwandung gaa  gaau jukgaa" )
( data_01276 "keoi go jyunsing hai singdeingaago si" )
( data_01292 "coeng gung zi hai jatbun noiloengjyun sangkeoi si soeng ting go jatgaan zanjin leotzung go zijyun" )
( data_01293 "sapleon jyun hai jatbun noiloengjyun noiloengsi sapleon jyun ting go jatgaan zanjin zung taiwu paai go zijyun" )
( data_01294 "cingseoi zi hai jatbun gingdoufu gingdousi dungsaan keoi cingseoi go jatgaan zijyun" )
( data_01295 "taai saanzi hai jatbun oijyunjyun cungsaan si go jatgaan zanjin zungzisaan paai go zijyun" )
( data_01296 "haakgaawaa hai taaipingtingwok go gunfongjyujin" )
( data_01312 "jidaailei go ding hak hei go uk coeng jatlaam" )
( data_01313 "cyun jyunzihat hai jau jatzek zatzi tung loengzek zungzi zousing" )
( data_01374 "dongsi meijau zatzi  zungzi dangdang go koinim" )
( ganfolk1 "jinlijin  daan gansin" )
( ganfolk10 "gwolou gwolouhaak" )
( ganfolk100 "coifung sauzuk maan  gaa zingaan " )
( ganfolk101 "ngaanwui fei  gaa jegai " )
( ganfolk102 "jegai munsaan zau  gaa zek gau " )
( ganfolk103 "gauwui hou  gaa zek maau " )
( ganfolk104 "maaungai tiugwo coeng  zuk dou lousyu dik noeng " )
( ganfolk105 "lousyu heoi camnoeng  camdou loenggan faafaa coeng " )
( ganfolk106 "lousyu lousyu loi huknoeng  jatje naaudou tindaai loeng " )
( ganfolk107 "jyutgwong jeje  bouwu ngaa ngaa " )
( ganfolk108 "ngaa ngaa coengdaai  sangji maaimaai " )
( ganfolk109 "maaimaai zaancin  maaigai maai juk gwonin " )
( ganfolk11 "neibit tau bat ngo go dunggwaa saigwaa" )
( ganfolk110 "gwonin gwodak hou  ceoi go daaisou " )
( ganfolk111 "daaisou wui donggaa  saisouwui tiufaa " )
( ganfolk112 "jatlei tiu go tyuntyunzyun  jeleoi tiu go maaudaanfaa " )
( ganfolk113 "maaudaanfaa haa jatdeoi ngo  gwoloi gwoheoi hon aapo " )
( ganfolk114 "aapo bat zoigaa " )
( ganfolk115 "loeng go haa ji dou wun caa " )
( ganfolk116 "dou wun sapli caa  dou wun zimaa dauzi caa " )
( ganfolk117 "ngo go zimaa mou hoifaa  nei zimaa zau zoi haap" )
( ganfolk118 "syuliucin  batjingzoeng" )
( ganfolk119 "zofoce  dou gaugong" )
( ganfolk12 "nei go dunggwaa saigwaa jau geidaaili " )
( ganfolk120 "gaugong faatliu fo  haakdak wong maausilei do" )
( ganfolk121 "maausilei jattiu se  haakdik wong syusoeng paa" )
( ganfolk122 "syusoeng jatzek wun  got batliu bunzi go leon" )
( ganfolk123 "caak dungbik  bou saibik " )
( ganfolk124 "caaknaambik  bou bakbik  caakbik boubikbik boubik" )
( ganfolk125 "wu jatcin  maa baatbaak  baak gaipo haadaan batgau hek " )
( ganfolk126 "baakbikgwaa baakwaak  waansi waakbaak cibik  waansi bikbaak ciwaak " )
( ganfolk127 "hek juk mou fan  daalaan butzi jau fan" )
( ganfolk128 "jat zukgou daadou jatsyun jan" )
( ganfolk129 "dongminlo  deoimingu" )
( ganfolk13 "ngo go dunggwaa saigwaa jaubuizaan daaili" )
( ganfolk130 "si gapjin waathaang tau" )
( ganfolk131 "laanjan siniu do" )
( ganfolk132 "jinhei gok si dinzi  honhei gok si ceonzi" )
( ganfolk133 "mungmungdungdung  daamdaam seoitung  dit bat jattau  waan bat hiudak hingcung" )
( ganfolk134 "haamjyu zaijin faan  wo dou mei gwaat laan" )
( ganfolk135 "jaujoeng mou joeng hon saisoeng" )
( ganfolk136 "cyun honcyun  wu honwu  kwanzung hon gonbou" )
( ganfolk137 "daatit mou joeng  bin daabin zoeng " )
( ganfolk138 "gaau zauzok daufu  cung batdak lousifu" )
( ganfolk139 "toucan gaaneoi  bat bei fungjyu" )
( ganfolk14 "neibit tau bat ngo go dunggwaa saigwaa" )
( ganfolk140 "o si bat ceotjyun haangtau" )
( ganfolk141 "hekli ngjyut zung  coi baa boulaamsung" )
( ganfolk142 "hek zauloeng sangaai" )
( ganfolk143 "daasipaa maangsi" )
( ganfolk144 "ngaazak seoi bun  faantaan daagun" )
( ganfolk145 "daatit wuntong  gokjau gokhang" )
( ganfolk146 "jatzi lobaak jatzi wo" )
( ganfolk147 "jau zouhou  jau zou cau" )
( ganfolk148 "waat fatlung camse daa" )
( ganfolk149 "zyujau caaucoi  gokjausooi " )
( ganfolk15 "nei go dunggwaa saigwaa jau geidaaili " )
( ganfolk150 "laatlei posonou   mou geising" )
( ganfolk151 "gau hek zungzi   mou gaai " )
( ganfolk152 "zik zukgun dou dauzi" )
( ganfolk153 "gau toulei jatgan coeng" )
( ganfolk154 "naa zukgou coek tin" )
( ganfolk155 "zoktin batwunzung  leoidak bui gung gung" )
( ganfolk156 "jatnin zoktin  loengnin hekfaan" )
( ganfolk157 "ceonzang jat  haazang si " )
( ganfolk158 "coijyun coijyun  jatjat jiu jyun " )
( ganfolk159 "taudou zou  jidou hou  saamdou coimaa paau" )
( ganfolk16 "ngo go dunggwaa saigwaa jauhoengwun daaili" )
( ganfolk160 "houzung ceot houmiu" )
( ganfolk161 "joenghou jatbun wo" )
( ganfolk162 "mungmungdungdung  cingming zamzung" )
( ganfolk163 "leoigung sin coenggo  jaujyu jaa bat do" )
( ganfolk164 "fosiuwan  mingjat saai sei jan" )
( ganfolk165 "jisei baatjyut lyun cyunji" )
( ganfolk166 "goeng waansi lou go laat" )
( ganfolk167 "zeoisoeng mou mou  baansibatlou" )
( ganfolk168 "janbeijan  heiseijan" )
( ganfolk169 "hekzau batpaa minhung" )
( ganfolk17 "neibit tau bat ngo go dunggwaa saigwaa" )
( ganfolk170 "dimzau batsoeng  hek coi daaiwong" )
( ganfolk171 "manhaak saatgai  tozi zokjap" )
( ganfolk172 "wongfaagwaineoi hungfaa zai  guzoeng bun go zai" )
( ganfolk173 "congsoeng si fucai  conghaa si gwanzi" )
( ganfolk174 "bunsi jau mou  peihei jaungou " )
( ganfolk175 "hek dak zou batdak  ditdou lihei batdak" )
( ganfolk176 "dikmai singlo  dikseoisingho" )
( ganfolk177 "cyunbatkung  hek batkung  touwaai li loupo jatsai kung" )
( ganfolk178 "hekgwong junggwong  santaiginhong" )
( ganfolk179 "zoekmok gwai" )
( ganfolk18 "nei go dunggwaa saigwaa jau geidaaili " )
( ganfolk180 "hekduksik" )
( ganfolk181 "gwaandaa gwaanhaak gaauwan seoi" )
( ganfolk182 "ngoilei ngoihang  hek baauzi lautong" )
( ganfolk183 "hapseoi pungdou zamtau" )
( ganfolk184 "zouwaai sangji zau jatwui  touwaai loupo zau jatsang sai" )
( ganfolk185 "jau zoujan  jau zougwai" )
( ganfolk186 "jatzek dungcong batdak loengzek loufu" )
( ganfolk187 "nei zou dak cojat  ngo zau zou dak sapng" )
( ganfolk188 "hoenghaa logu hoenghaa daa" )
( ganfolk189 "mou jau mou jim" )
( ganfolk190 "zyudung batjing haakbatsoeng" )
( ganfolk191 "aizi ai  jattou gwaai" )
( ganfolk192 "aipo ai  jattou zai" )
( ganfolk193 "ce saipei" )
( ganfolk194 "peigu soengdiu syunpun" )
( ganfolk195 "saamsap maansoeng go zou cin jan gaaugaau li" )
( ganfolk196 "loufu ze zyutau   jau ze mou waan" )
( ganfolk197 "mou ngau naa maaloi dong" )
( ganfolk198 "jau soeng ngaubit coek  jau paa ngau daagoek" )
( ganfolk199 "kaau dede wui lou  kaaucoeng coengwui dou" )
( ganfolk2 "daan dou gwokgaadim" )
( ganfolk20 "gwolou gwolouhaak haak" )
( ganfolk200 "cingwai maanbaai jatlou hoeng  batjyu sangcin jatwun tong" )
( ganfolk201 "lok bat li jyuloi sungsaan  daasei gau loigong gaugaa" )
( ganfolk202 "zogaanjau gaan  gaandou jatzek lau dangzaan" )
( ganfolk203 "lobaak zyuzuk" )
( ganfolk204 "jatjannaan munbaak janji" )
( ganfolk205 "jaucin zau gaton fu  mou cin zau gaton fu" )
( ganfolk206 "ceotmun hon tinsik  zeonmun hon minsik" )
( ganfolk207 "saatzyu mou hek jaa jau hek  bungaa mou syunjaa jausyun" )
( ganfolk208 "daufu mou haamgau dou jim" )
( ganfolk209 "cingwan daufu maangwanjyu" )
( ganfolk21 "neibit tau bat ngo go dunggwaa saigwaa" )
( ganfolk210 "caaucoi bat junghok  zausi jiukan saiwo" )
( ganfolk211 "soengcong go lobaak haa cong go goeng" )
( ganfolk212 "ngau laanglaang gok  jan laanglaang goek" )
( ganfolk213 "jatje gwaanwaai li zai" )
( ganfolk214 "hokhou  cinjat batzuk  hokdaai  jatgung jaujyu" )
( ganfolk215 "ngaali batjiu laan  daaili loupo zeon nei tiu" )
( ganfolk216 "wui zauzau jyubatjing  wui daa daagwai batjing" )
( ganfolk217 "daagau saantong" )
( ganfolk218 "daali dingzi waanli goekgin gun mok hoengcin  hekfaan mokhoeng hau" )
( ganfolk219 "houhek batlau zung" )
( ganfolk22 "nei go dunggwaa saigwaa jau geidaaili " )
( ganfolk220 "houhon dopaa cai" )
( ganfolk221 "coeksoeng gaauzai  zambin gou cai" )
( ganfolk223 "jatjoeng go mai gung ceot baakjoeng go jan" )
( ganfolk224 "gin jan saam bindaam" )
( ganfolk225 "zijau ceoigung mou ceoi hek" )
( ganfolk226 "leoigung bat daa hapfaan jan" )
( ganfolk227 "hek jin hithei  loubaan batgam fongpei" )
( ganfolk228 "coek maajan daa baatzit" )
( ganfolk229 "wosoeng bat gap dousi gap" )
( ganfolk23 "ngo go dunggwaa saigwaa jauzau pundaaili" )
( ganfolk230 "sapjoeng mou jatjoeng" )
( ganfolk231 "coloi boudou  bat hiudak haangtauzeng zou" )
( ganfolk232 "gaijau gailou  aapjau aaplou  gapmaa moulou jaa tiu saambou" )
( ganfolk233 "cinwo jiu douhauwo" )
( ganfolk234 "kyutngaasiu boungaa" )
( ganfolk235 "haagungnou soeng daai to si  bat hiudak si cauniusou" )
( ganfolk236 "ningei dodo  beitai suksuk" )
( ganfolk237 "loufu jaa jau daa hapkwan go sigaan" )
( ganfolk238 "sittau daihaa aatsei jan" )
( ganfolk239 "saamjan zikmin" )
( ganfolk24 "maazoek mai  seksoeng kei  noeng zou faahaai neoiheoi gwai " )
( ganfolk240 "dyunli jangaa go wun  zaujiu sau jangaa go gun" )
( ganfolk241 "hek jangaa go zau hekdakceot hon  bitjan go hek zigei go zau hekdakceot ngaanlai" )
( ganfolk242 "siuhei kwailak" )
( ganfolk243 "zau houzoeng si zik li keoi go mai  waan li keoi go hong jatjoeng" )
( ganfolk244 "peigu soengsang li ci" )
( ganfolk245 "dunggaan lobaak sai gaan goeng" )
( ganfolk246 "seoi daalaan mukcaai  daaheoi jau daaloi  jiu soeng heoi jau soengloi" )
( ganfolk247 "ditgu jinsai" )
( ganfolk248 "baainin baaidou co catbaat  gwai doudai haa mou jan daap hung dak ok batdak" )
( ganfolk249 "jyun go paa ngaang go  ngaang go paa batjiuming go" )
( ganfolk25 "batjiu noeng dik faahaai zyu  zijiu jedik faagiu zo " )
( ganfolk250 "daufu zimdou fui  ceoi jau ceoi batdak  daa jau daa batdak" )
( ganfolk251 "haam dak lung  hotdak saan" )
( ganfolk252 "gou faazi gaandou jatgeoi waa  tingwong waa dou je" )
( ganfolk253 "daalaamzoeng" )
( ganfolk254 "gaandou li gaau" )
( ganfolk255 "gou bat zoeng go dunggwaa  ai bat zoeng go bakgwaa" )
( ganfolk256 "janjau baatzit cou  bat hiudak naazit hou" )
( ganfolk257 "ceonbatceon  gwaaibatgwaai" )
( ganfolk258 "jatnin seigeoi  zungsyun waa dou jatgeoi" )
( ganfolk26 "jat zozo dou lunggwat dou  daahoi giumun hon sannoeng " )
( ganfolk260 "heksi dou jiu caamsaa" )
( ganfolk261 "nouhok zoi daai jaa si zoi daulap haa" )
( ganfolk262 "houdaai batsik  caangsaan daailap" )
( ganfolk263 "sangsei jattiu ming" )
( ganfolk264 "gapmaa mou geng  ngaazi mou jiu" )
( ganfolk265 "jau zau sau  mou zau diu" )
( ganfolk266 "cung dak soeng zaucung  cung bat soeng zau soeng gwongdung" )
( ganfolk267 "syujip lak dithaaloi dou paa daa dou nouhok" )
( ganfolk268 "sangzaibatceot buncong goek" )
( ganfolk269 "wong gauheksi  hakgau dongzoi" )
( ganfolk27 "sannoeng batjung hon  goekjau baatcyun bun " )
( ganfolk270 "waangwaawaang jaulei  zikwaa zik jaulei" )
( ganfolk271 "zeoibaa si waangsang go" )
( ganfolk272 "siksik soksok  beibei momo" )
( ganfolk273 "zicau batgok" )
( ganfolk274 "wandong batpaa do" )
( ganfolk275 "lo lo zyun" )
( ganfolk276 "dang dak gau  zijin jau" )
( ganfolk277 "cinsi maansi  hek si daaisi" )
( ganfolk278 "lok jyutin hok go" )
( ganfolk279 "dak batzeon go jing waa  soeng batzeon go dong" )
( ganfolk28 "maazoek mai  seksoeng gwan  giu ngo gogo heoi maaifan " )
( ganfolk280 "gungbatleipo  cingbatleito" )
( ganfolk281 "zaidaai batjau dede" )
( ganfolk282 "zi baauli nei waa loupo  batnang baau nei joeng zai" )
( ganfolk283 "taulaangfaan hek" )
( ganfolk284 "siloiwanloi  tou go loupo daaitouloi" )
